name,season,temperature,temp_was_missing,is_home_game,date,opponent,wind,duration,kickoff_time,attendance,total_points_scored,average_points_scored,total_first_downs,passing_first_downs,team_qb_passing_completions,team_qb_passing_attempts,team_qb_passing_interceptions,team_qb_passing_avg_per_attempt,team_qb_passing_avg_per_completion,team_qb_passing_touchdowns,team_total_offense_yards,team_total_offense_plays,receiving_offensive_rec,receiving_offensive_yds,receiving_offensive_td,receiving_offensive_long,is_windy,is_foggy,cloud_cover,weather_cloudy,weather_other,weather_overcast,weather_rainy,weather_snowy,weather_sunny,game_number
"Farrow, Nykeem",2022,70.0,0,1,2022-10-22,Tennessee Tech,5,216,902,7906,116,29.0,29,10,15,24,0,9.3,14.9,1,493,81,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,1,5
"Farrow, Nykeem",2022,59.0,0,1,2022-10-29,Charleston So,10,195,783,3845,206,25.75,17,7,11,25,1,6.3,14.4,1,325,76,1.0,0.0,0.0,0.0,0,0,3.0,1,0,0,0,0,0,5
"Ficklin,  Kevin",2018,71.0,1,1,2018-10-06,Presbyterian,0,171,845,6414,190,38.0,34,6,7,10,0,15.2,21.7,2,637,75,1.0,55.0,1.0,55.0,0,0,0.0,0,1,0,0,0,0,3
"Finer, Connor",2022,59.0,0,1,2022-10-29,Charleston So,10,195,783,3845,206,25.75,17,7,11,25,1,6.3,14.4,1,325,76,0.0,0.0,0.0,0.0,0,0,3.0,1,0,0,0,0,0,6
"Finer, Connor",2022,63.0,0,1,2022-11-12,Austin Peay,11,230,782,5201,14,14.0,17,4,8,19,3,5.7,13.5,0,266,70,1.0,29.0,0.0,29.0,0,0,3.0,1,0,0,0,0,0,6
"Finer, Connor",2023,79.0,0,0,2023-09-09,Chattanooga,6,182,1110,8123,20,20.0,23,14,23,28,1,9.9,12.0,3,399,59,1.0,11.0,0.0,11.0,0,0,3.0,1,0,0,0,0,0,8
"Finer, Connor",2023,69.0,0,1,2023-09-16,Furman,7,204,1023,6993,80,40.0,17,10,17,31,1,9.9,18.1,2,490,63,1.0,11.0,0.0,11.0,0,0,3.0,1,0,0,0,0,0,6
"Finer, Connor",2023,63.0,0,1,2023-10-07,Tennessee St,13,226,902,10436,20,20.0,17,6,12,31,1,4.6,12.0,0,261,71,2.0,34.0,0.0,29.0,0,0,0.0,0,0,0,0,0,1,6
"Finer, Connor",2024,71.0,1,0,2024-08-31,UTSA,0,224,872,25911,16,16.0,17,10,28,38,0,8.9,12.1,3,416,72,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,1,8
"Finer, Connor",2024,79.0,0,0,2024-09-14,San Jose St,0,196,965,11090,10,10.0,18,13,26,39,0,9.1,13.7,4,417,64,1.0,12.0,0.0,12.0,0,0,0.0,0,0,0,0,0,1,6
"Finer, Connor",2024,72.0,0,1,2024-09-28,UT Martin,8,189,1082,10847,57,28.5,13,6,17,35,2,4.3,8.8,0,215,65,0.0,0.0,0.0,0.0,0,0,3.0,1,0,0,0,0,0,7
"Foster,  Isaac",2018,71.0,1,1,2018-10-06,Presbyterian,0,171,845,6414,190,38.0,34,6,7,10,0,15.2,21.7,2,637,75,1.0,11.0,0.0,11.0,0,0,0.0,0,1,0,0,0,0,4
"Foster,  Isaac",2018,40.0,0,1,2018-12-08,South Dakota State,7,167,844,3242,17,17.0,23,5,6,12,1,8.8,17.7,1,418,64,2.0,45.0,0.0,38.0,0,0,0.0,0,0,0,1,0,0,1
"Foster,  Isaac",2019,85.0,0,1,2019-08-31,Point University,0,169,1085,6621,164,54.67,24,5,6,7,0,22.7,26.5,3,592,62,1.0,4.0,0.0,4.0,0,0,1.0,1,0,0,0,0,0,5
"Foster,  Isaac",2019,69.0,0,0,2019-09-07,KENTST,8,200,725,18679,23,23.0,16,8,17,23,0,8.3,11.3,1,337,59,1.0,32.0,0.0,32.0,0,0,1.0,1,0,0,0,0,0,1
"Foster,  Isaac",2019,93.0,0,0,2019-09-14,Alabama State,4,163,1020,15887,124,41.33,14,7,14,29,2,5.4,11.2,1,202,54,1.0,22.0,0.0,22.0,0,0,1.0,1,0,0,0,0,0,2
"Foster,  Isaac",2019,89.0,0,1,2019-09-28,Reinhardt,0,161,1085,7414,66,33.0,9,2,3,6,1,10.0,20.0,0,264,38,2.0,30.0,0.0,24.0,0,0,1.0,1,0,0,0,0,0,2
"Foster,  Isaac",2019,53.0,0,0,2019-10-19,Presbyterian,8,167,870,1635,190,38.0,13,2,6,13,1,4.8,10.3,1,219,51,1.0,23.0,1.0,23.0,0,0,0.0,0,0,0,1,0,0,2
"Foster,  Isaac",2022,78.0,0,1,2022-09-24,Wofford,7,184,1083,7830,96,24.0,20,7,11,14,0,7.6,9.7,0,328,63,4.0,32.0,0.0,17.0,0,0,0.0,0,0,0,0,0,1,6
"Foster,  Isaac",2023,79.0,0,0,2023-09-23,Tennessee Tech,9,178,1085,9923,116,29.0,19,5,9,19,1,7.2,15.2,0,361,70,3.0,31.0,0.0,27.0,0,0,0.0,0,0,0,0,0,1,2
"Foster, Isaac",2021,79.0,0,0,2021-09-11,Georgia Tech,0,192,731,35195,17,17.0,20,12,17,23,0,11.0,14.9,4,412,59,1.0,12.0,0.0,12.0,0,0,0.0,0,0,0,0,0,1,5
"Foster, Isaac",2022,71.0,1,0,2022-09-10,Cincinnati,0,203,932,39015,10,10.0,24,15,20,23,0,12.7,14.7,3,525,53,2.0,14.0,0.0,9.0,0,0,0.0,0,0,0,0,0,1,6
"Foster, Isaac",2022,74.0,0,0,2022-10-01,Jacksonville St,10,201,782,19654,136,34.0,14,8,12,23,1,9.7,18.7,2,336,57,3.0,35.0,0.0,18.0,0,0,0.0,0,0,0,0,0,1,6
"Foster, Isaac",2022,70.0,0,1,2022-10-08,North Ala,10,222,1082,4505,109,36.33,27,10,13,18,0,9.6,13.2,2,449,87,5.0,76.0,1.0,40.0,0,0,0.0,0,0,0,0,0,1,6
"Foster, Isaac",2022,67.0,0,1,2022-10-15,Central Ark,5,202,782,4467,24,24.0,20,11,14,30,1,7.0,15.1,1,392,75,3.0,22.0,0.0,11.0,0,0,0.0,0,0,0,0,0,1,5
"Foster, Isaac",2022,70.0,0,1,2022-10-22,Tennessee Tech,5,216,902,7906,116,29.0,29,10,15,24,0,9.3,14.9,1,493,81,4.0,61.0,1.0,26.0,0,0,0.0,0,0,0,0,0,1,6
"Foster, Isaac",2022,59.0,0,1,2022-10-29,Charleston So,10,195,783,3845,206,25.75,17,7,11,25,1,6.3,14.4,1,325,76,3.0,24.0,0.0,15.0,0,0,3.0,1,0,0,0,0,0,7
"Foster, Isaac",2022,63.0,0,1,2022-11-12,Austin Peay,11,230,782,5201,14,14.0,17,4,8,19,3,5.7,13.5,0,266,70,2.0,37.0,0.0,32.0,0,0,3.0,1,0,0,0,0,0,7
"Foster, Isaac",2022,71.0,1,0,2022-11-19,Eastern Ky,0,197,902,7053,38,38.0,22,16,25,35,0,12.2,17.1,5,564,59,1.0,13.0,0.0,13.0,0,0,0.0,0,0,0,0,0,1,6
"Foster, Isaac",2023,82.0,0,1,2023-08-31,Tusculum,6,198,1142,10108,38,38.0,19,7,13,19,0,13.1,19.2,2,446,58,2.0,18.0,0.0,11.0,0,0,0.0,0,0,0,0,0,1,7
"Foster, Isaac",2023,79.0,0,0,2023-09-09,Chattanooga,6,182,1110,8123,20,20.0,23,14,23,28,1,9.9,12.0,3,399,59,2.0,16.0,0.0,10.0,0,0,3.0,1,0,0,0,0,0,9
"Foster, Isaac",2023,69.0,0,1,2023-09-16,Furman,7,204,1023,6993,80,40.0,17,10,17,31,1,9.9,18.1,2,490,63,4.0,46.0,0.0,14.0,0,0,3.0,1,0,0,0,0,0,7
"Foster, Isaac",2023,81.0,0,0,2023-09-30,Charleston So,9,174,1083,3087,206,25.75,14,8,15,31,0,6.0,12.5,0,265,55,3.0,28.0,0.0,14.0,0,0,0.0,0,0,0,0,0,1,7
"Foster, Isaac",2023,63.0,0,1,2023-10-07,Tennessee St,13,226,902,10436,20,20.0,17,6,12,31,1,4.6,12.0,0,261,71,1.0,13.0,0.0,13.0,0,0,0.0,0,0,0,0,0,1,7
"Foster, Isaac",2023,81.0,0,1,2023-10-28,Lincoln  CA ,3,209,903,6013,28,28.0,16,0,0,6,0,0.0,0.0,0,241,54,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,1,5
"Foster, Isaac",2023,73.0,0,0,2023-11-04,Sam Houston,9,189,722,7143,48,24.0,27,11,30,38,1,6.4,8.1,3,347,81,2.0,9.0,0.0,6.0,0,0,0.0,0,0,0,0,0,1,7
"Foster, Isaac",2023,71.0,1,1,2023-11-11,Virginia-Lynchburg,0,178,903,5735,63,63.0,33,7,9,12,0,13.0,17.3,2,538,63,2.0,67.0,1.0,44.0,0,0,0.0,0,0,0,1,0,0,8
"Glover,  Kyle",2018,54.0,0,1,2018-12-01,Wofford,9,175,844,3515,96,24.0,7,3,6,14,1,5.6,13.2,0,242,58,1.0,9.0,0.0,9.0,0,1,0.0,0,0,0,1,0,0,2
"Glover, Kyle",2021,0.0,0,0,2021-10-23,Campbell,0,166,965,5977,117,39.0,12,5,13,23,2,4.5,8.0,0,188,46,1.0,14.0,0.0,14.0,0,0,0.0,0,0,0,0,0,1,6
"Glover, Kyle",2021,48.0,0,0,2021-11-13,North Ala,7,184,844,7023,109,36.33,20,9,21,34,2,7.3,11.9,3,330,65,1.0,25.0,0.0,25.0,0,0,0.0,0,0,0,0,0,1,6
"Glover, Kyle",2021,56.0,0,1,2021-11-27,Davidson,6,176,842,2764,48,48.0,21,4,5,8,0,14.0,22.4,1,417,64,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,1,6
"Gonzalez,  Oscar",2022,89.0,0,0,2022-09-01,Samford,0,184,360,5333,92,23.0,21,11,18,24,0,12.0,16.1,4,402,56,1.0,5.0,0.0,5.0,0,0,1.0,1,0,0,0,0,0,7
"Gonzalez, Oscar",2022,71.0,1,0,2022-09-10,Cincinnati,0,203,932,39015,10,10.0,24,15,20,23,0,12.7,14.7,3,525,53,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,1,7
"Gonzalez, Oscar",2022,74.0,0,0,2022-10-01,Jacksonville St,10,201,782,19654,136,34.0,14,8,12,23,1,9.7,18.7,2,336,57,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,1,7
"Gonzalez, Oscar",2022,67.0,0,1,2022-10-15,Central Ark,5,202,782,4467,24,24.0,20,11,14,30,1,7.0,15.1,1,392,75,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,1,6
"Gonzalez, Oscar",2022,59.0,0,1,2022-10-29,Charleston So,10,195,783,3845,206,25.75,17,7,11,25,1,6.3,14.4,1,325,76,1.0,6.0,0.0,6.0,0,0,3.0,1,0,0,0,0,0,8
"Gonzalez, Oscar",2022,71.0,1,0,2022-11-19,Eastern Ky,0,197,902,7053,38,38.0,22,16,25,35,0,12.2,17.1,5,564,59,1.0,37.0,0.0,37.0,0,0,0.0,0,0,0,0,0,1,7
"Grier,  Antavius",2018,74.0,0,0,2018-09-06,Tennessee Tech,10,182,1143,4118,116,29.0,17,8,20,33,1,5.6,9.2,1,347,68,1.0,4.0,0.0,4.0,0,0,0.0,0,0,0,1,0,0,5
"Grier,  Antavius",2019,53.0,0,0,2019-10-19,Presbyterian,8,167,870,1635,190,38.0,13,2,6,13,1,4.8,10.3,1,219,51,1.0,6.0,0.0,6.0,0,0,0.0,0,0,0,1,0,0,4
"Haigler, Will",2021,78.0,0,1,2021-09-02,Reinhardt,5,207,1205,6348,66,33.0,24,4,4,9,1,8.0,18.0,0,404,76,1.0,32.0,0.0,32.0,0,0,0.0,0,0,0,0,0,1,7
"Haigler, Will",2021,79.0,0,0,2021-09-11,Georgia Tech,0,192,731,35195,17,17.0,20,12,17,23,0,11.0,14.9,4,412,59,1.0,6.0,0.0,6.0,0,0,0.0,0,0,0,0,0,1,7
"Haigler, Will",2021,84.0,0,0,2021-09-18,Wofford,1,199,1084,4597,96,24.0,12,8,15,28,1,5.6,10.4,0,223,53,1.0,6.0,0.0,6.0,0,0,3.0,1,0,0,0,0,0,7
"Haigler, Will",2021,81.0,0,1,2021-10-02,Jacksonville St,6,175,905,7476,136,34.0,22,5,5,6,0,12.0,14.4,0,343,68,2.0,35.0,0.0,22.0,0,0,3.0,1,0,0,0,0,0,7
"Haigler, Will",2021,60.0,0,1,2021-10-16,N.C. A T,13,187,1025,9556,14,14.0,21,6,6,13,1,9.9,21.5,0,351,72,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,1,6
"Haigler, Will",2021,0.0,0,0,2021-10-23,Campbell,0,166,965,5977,117,39.0,12,5,13,23,2,4.5,8.0,0,188,46,3.0,28.0,0.0,13.0,0,0,0.0,0,0,0,0,0,1,7
"Haigler, Will",2021,48.0,0,0,2021-11-13,North Ala,7,184,844,7023,109,36.33,20,9,21,34,2,7.3,11.9,3,330,65,1.0,14.0,0.0,14.0,0,0,0.0,0,0,0,0,0,1,7
"Haigler, Will",2021,56.0,0,1,2021-11-27,Davidson,6,176,842,2764,48,48.0,21,4,5,8,0,14.0,22.4,1,417,64,1.0,32.0,0.0,32.0,0,0,0.0,0,0,0,0,0,1,7
"Hancock,  Kj",2018,78.0,0,1,2018-09-15,Alabama State,6,186,1126,8799,124,41.33,20,4,6,6,0,24.3,24.3,1,563,61,1.0,40.0,0.0,40.0,0,0,0.0,0,0,0,1,0,0,5
"Hancock,  Kj",2019,85.0,0,1,2019-08-31,Point University,0,169,1085,6621,164,54.67,24,5,6,7,0,22.7,26.5,3,592,62,1.0,38.0,1.0,38.0,0,0,1.0,1,0,0,0,0,0,8
"Hancock,  Kj",2019,69.0,0,0,2019-09-07,KENTST,8,200,725,18679,23,23.0,16,8,17,23,0,8.3,11.3,1,337,59,1.0,40.0,0.0,40.0,0,0,1.0,1,0,0,0,0,0,4
"Hancock,  Kj",2019,74.0,0,1,2019-10-12,Charleston Southern,6,197,905,8258,206,25.75,17,4,5,10,0,10.6,21.2,0,448,61,1.0,7.0,0.0,7.0,0,0,1.0,1,0,0,0,0,0,4
"Harper,  Xavier",2017,78.0,0,0,2017-08-31,Samford,18,209,1085,4908,92,23.0,17,10,16,24,1,10.0,15.1,4,311,59,2.0,33.0,0.0,21.0,1,0,3.0,0,0,1,0,0,0,1
"Harper,  Xavier",2017,74.0,0,1,2017-09-09,Tennessee Tech,8,177,1147,8418,116,29.0,18,4,6,12,0,8.0,16.0,1,405,57,1.0,6.0,0.0,6.0,0,0,0.0,0,0,0,0,0,1,2
"Harper,  Xavier",2017,78.0,0,0,2017-09-16,Alabama State,4,174,1194,11000,124,41.33,15,9,20,37,3,4.3,8.0,1,195,66,1.0,4.0,0.0,4.0,0,0,1.0,1,0,0,0,0,0,2
"Harper,  Xavier",2017,78.0,0,1,2017-09-30,North Greenville,5,199,937,6161,38,38.0,21,6,7,13,0,10.2,19.0,1,448,67,1.0,18.0,0.0,18.0,0,0,0.0,0,0,0,0,0,1,2
"Harper,  Xavier",2017,78.0,0,1,2017-10-07,Texas Southern,8,159,1147,6743,48,48.0,20,4,6,10,0,13.8,23.0,0,484,62,1.0,19.0,0.0,19.0,0,0,3.0,0,0,1,0,0,0,3
"Harper,  Xavier",2017,71.0,0,1,2017-10-21,Gardner-Webb,5,172,1145,6954,208,34.67,18,4,6,14,0,10.3,24.0,1,463,70,1.0,53.0,1.0,53.0,0,0,0.0,0,0,0,0,0,1,1
"Harper,  Xavier",2017,65.0,0,1,2017-11-18,Monmouth,0,170,846,6808,262,37.43,26,3,6,8,0,14.3,19.0,1,519,71,2.0,49.0,0.0,42.0,0,0,1.0,1,0,0,0,0,0,2
"Harper,  Xavier",2018,83.0,0,0,2018-08-30,Georgia State,6,196,1145,23088,20,20.0,21,12,20,28,0,6.7,9.4,3,315,66,2.0,20.0,0.0,14.0,0,0,0.0,0,0,0,0,0,1,3
"Harper,  Xavier",2018,88.0,0,1,2018-09-22,Clark-Atlanta,6,183,1085,6009,126,63.0,25,3,6,11,0,4.8,8.8,1,392,70,1.0,11.0,0.0,11.0,0,0,0.0,1,0,0,0,0,0,6
"Harper,  Xavier",2018,71.0,1,1,2018-10-06,Presbyterian,0,171,845,6414,190,38.0,34,6,7,10,0,15.2,21.7,2,637,75,2.0,47.0,0.0,43.0,0,0,0.0,0,1,0,0,0,0,6
"Harper,  Xavier",2018,64.0,0,1,2018-11-17,Jacksonville State,3,252,904,16949,136,34.0,20,3,5,10,2,7.4,14.8,2,425,81,2.0,21.0,1.0,15.0,0,0,1.0,1,0,0,0,0,0,3
"Harper,  Xavier",2018,40.0,0,1,2018-12-08,South Dakota State,7,167,844,3242,17,17.0,23,5,6,12,1,8.8,17.7,1,418,64,1.0,6.0,0.0,6.0,0,0,0.0,0,0,0,1,0,0,4
"Hill,  Xavier",2021,53.0,0,0,2021-11-06,RMU,4,195,720,2144,80,40.0,24,16,26,37,1,8.0,11.4,2,396,64,1.0,4.0,1.0,4.0,0,0,0.0,0,0,0,0,0,1,8
"Hill, Xavier",2021,78.0,0,1,2021-09-02,Reinhardt,5,207,1205,6348,66,33.0,24,4,4,9,1,8.0,18.0,0,404,76,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,1,8
"Hill, Xavier",2021,79.0,0,0,2021-09-11,Georgia Tech,0,192,731,35195,17,17.0,20,12,17,23,0,11.0,14.9,4,412,59,1.0,10.0,0.0,10.0,0,0,0.0,0,0,0,0,0,1,8
"Hill, Xavier",2021,56.0,0,1,2021-10-30,Gardner-Webb,10,217,785,4041,208,34.67,19,7,12,14,0,14.9,17.4,4,417,60,3.0,36.0,2.0,15.0,0,0,3.0,1,0,0,0,0,0,6
"Hill, Xavier",2021,56.0,0,1,2021-11-20, 24 Monmouth,16,198,785,4630,262,37.43,26,3,4,6,0,16.7,25.0,1,571,73,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,1,7
"Hill, Xavier",2021,56.0,0,1,2021-11-27,Davidson,6,176,842,2764,48,48.0,21,4,5,8,0,14.0,22.4,1,417,64,1.0,56.0,1.0,56.0,0,0,0.0,0,0,0,0,0,1,8
"Holland,  Darnell",2017,74.0,0,1,2017-09-09,Tennessee Tech,8,177,1147,8418,116,29.0,18,4,6,12,0,8.0,16.0,1,405,57,1.0,16.0,0.0,16.0,0,0,0.0,0,0,0,0,0,1,3
"Holland,  Darnell",2017,78.0,0,0,2017-09-16,Alabama State,4,174,1194,11000,124,41.33,15,9,20,37,3,4.3,8.0,1,195,66,2.0,25.0,0.0,13.0,0,0,1.0,1,0,0,0,0,0,3
"Holland,  Darnell",2017,78.0,0,1,2017-09-30,North Greenville,5,199,937,6161,38,38.0,21,6,7,13,0,10.2,19.0,1,448,67,1.0,17.0,0.0,17.0,0,0,0.0,0,0,0,0,0,1,3
"Holland,  Darnell",2017,68.0,0,0,2017-10-28,Presbyterian,9,161,876,2804,190,38.0,16,6,13,28,1,4.2,9.1,0,250,58,1.0,22.0,0.0,22.0,0,0,1.0,1,0,0,0,0,0,2
"Holland,  Darnell",2017,-6.666666666666667,0,0,2017-11-04,Montana State,0,170,727,16337,16,16.0,14,5,5,18,1,6.1,22.0,1,273,51,2.0,34.0,0.0,22.0,0,0,0.0,0,0,0,0,1,0,2
"Holland,  Darnell",2018,83.0,0,1,2018-09-29,Samford,6,161,1085,6304,92,23.0,18,4,5,12,0,5.5,13.2,1,286,67,1.0,20.0,0.0,20.0,0,0,1.0,1,0,0,0,0,0,4
"Holland,  Darnell",2018,71.0,1,1,2018-10-06,Presbyterian,0,171,845,6414,190,38.0,34,6,7,10,0,15.2,21.7,2,637,75,1.0,25.0,1.0,25.0,0,0,0.0,0,1,0,0,0,0,7
"Holland,  Darnell",2018,65.0,0,0,2018-10-13,Gardner-Webb,7,165,95,4150,208,34.67,10,3,7,20,2,2.7,7.7,0,268,49,2.0,25.0,0.0,20.0,0,0,0.0,0,0,0,0,0,1,6
"Holland,  Darnell",2018,71.0,1,0,2018-10-27,Charleston So,0,177,1085,1242,206,25.75,9,3,6,14,0,4.5,10.5,0,186,48,1.0,65.0,1.0,65.0,0,0,0.0,0,1,0,0,0,0,3
"Holland,  Darnell",2018,64.0,0,1,2018-11-17,Jacksonville State,3,252,904,16949,136,34.0,20,3,5,10,2,7.4,14.8,2,425,81,1.0,5.0,0.0,5.0,0,0,1.0,1,0,0,0,0,0,4
"Holland,  Darnell",2018,54.0,0,1,2018-12-01,Wofford,9,175,844,3515,96,24.0,7,3,6,14,1,5.6,13.2,0,242,58,2.0,19.0,0.0,18.0,0,1,0.0,0,0,0,1,0,0,3
"Jackson,  Jalen",2019,74.0,0,1,2019-10-12,Charleston Southern,6,197,905,8258,206,25.75,17,4,5,10,0,10.6,21.2,0,448,61,1.0,31.0,0.0,31.0,0,0,1.0,1,0,0,0,0,0,5
"Jackson,  Jalen",2019,53.0,0,0,2019-10-19,Presbyterian,8,167,870,1635,190,38.0,13,2,6,13,1,4.8,10.3,1,219,51,1.0,28.0,1.0,28.0,0,0,0.0,0,0,0,1,0,0,5
"Kent,  Carson",2023,79.0,0,0,2023-09-23,Tennessee Tech,9,178,1085,9923,116,29.0,19,5,9,19,1,7.2,15.2,0,361,70,2.0,11.0,0.0,6.0,0,0,0.0,0,0,0,0,0,1,3
"Kent, Carson",2023,82.0,0,1,2023-08-31,Tusculum,6,198,1142,10108,38,38.0,19,7,13,19,0,13.1,19.2,2,446,58,3.0,67.0,0.0,35.0,0,0,0.0,0,0,0,0,0,1,8
"Kent, Carson",2023,79.0,0,0,2023-09-09,Chattanooga,6,182,1110,8123,20,20.0,23,14,23,28,1,9.9,12.0,3,399,59,2.0,8.0,0.0,5.0,0,0,3.0,1,0,0,0,0,0,10
"Kent, Carson",2023,69.0,0,1,2023-09-16,Furman,7,204,1023,6993,80,40.0,17,10,17,31,1,9.9,18.1,2,490,63,2.0,18.0,0.0,9.0,0,0,3.0,1,0,0,0,0,0,8
"Kent, Carson",2023,81.0,0,0,2023-09-30,Charleston So,9,174,1083,3087,206,25.75,14,8,15,31,0,6.0,12.5,0,265,55,2.0,31.0,0.0,25.0,0,0,0.0,0,0,0,0,0,1,8
"Kent, Carson",2023,63.0,0,1,2023-10-07,Tennessee St,13,226,902,10436,20,20.0,17,6,12,31,1,4.6,12.0,0,261,71,1.0,11.0,0.0,11.0,0,0,0.0,0,0,0,0,0,1,8
"Kent, Carson",2023,73.0,0,0,2023-11-04,Sam Houston,9,189,722,7143,48,24.0,27,11,30,38,1,6.4,8.1,3,347,81,2.0,19.0,0.0,15.0,0,0,0.0,0,0,0,0,0,1,8
"Kent, Carson",2024,71.0,1,0,2024-08-31,UTSA,0,224,872,25911,16,16.0,17,10,28,38,0,8.9,12.1,3,416,72,3.0,40.0,1.0,25.0,0,0,0.0,0,0,0,0,0,1,9
"Kent, Carson",2024,72.0,0,1,2024-09-28,UT Martin,8,189,1082,10847,57,28.5,13,6,17,35,2,4.3,8.8,0,215,65,1.0,5.0,0.0,5.0,0,0,3.0,1,0,0,0,0,0,8
"Ledet,  Marquis",2022,89.0,0,0,2022-09-01,Samford,0,184,360,5333,92,23.0,21,11,18,24,0,12.0,16.1,4,402,56,1.0,5.0,0.0,5.0,0,0,1.0,1,0,0,0,0,0,8
"Ledet, Marquis",2022,67.0,0,1,2022-10-15,Central Ark,5,202,782,4467,24,24.0,20,11,14,30,1,7.0,15.1,1,392,75,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,1,7
"Manning, Jackson",2024,79.0,0,0,2024-09-14,San Jose St,0,196,965,11090,10,10.0,18,13,26,39,0,9.1,13.7,4,417,64,1.0,6.0,0.0,6.0,0,0,0.0,0,0,0,0,0,1,7
"Marshall,  Chavis",2022,89.0,0,0,2022-09-01,Samford,0,184,360,5333,92,23.0,21,11,18,24,0,12.0,16.1,4,402,56,1.0,38.0,0.0,38.0,0,0,1.0,1,0,0,0,0,0,9
"Marshall, Chavis",2021,78.0,0,1,2021-09-02,Reinhardt,5,207,1205,6348,66,33.0,24,4,4,9,1,8.0,18.0,0,404,76,1.0,22.0,0.0,22.0,0,0,0.0,0,0,0,0,0,1,10
"Marshall, Chavis",2021,79.0,0,0,2021-09-11,Georgia Tech,0,192,731,35195,17,17.0,20,12,17,23,0,11.0,14.9,4,412,59,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,1,9
"Marshall, Chavis",2021,56.0,0,1,2021-11-27,Davidson,6,176,842,2764,48,48.0,21,4,5,8,0,14.0,22.4,1,417,64,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,1,9
"Marshall, Chavis",2022,74.0,0,0,2022-10-01,Jacksonville St,10,201,782,19654,136,34.0,14,8,12,23,1,9.7,18.7,2,336,57,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,1,8
"Marshall, Chavis",2022,70.0,0,1,2022-10-08,North Ala,10,222,1082,4505,109,36.33,27,10,13,18,0,9.6,13.2,2,449,87,2.0,24.0,0.0,18.0,0,0,0.0,0,0,0,0,0,1,7
"Marshall, Chavis",2022,67.0,0,1,2022-10-15,Central Ark,5,202,782,4467,24,24.0,20,11,14,30,1,7.0,15.1,1,392,75,2.0,30.0,0.0,21.0,0,0,0.0,0,0,0,0,0,1,8
"Marshall, Chavis",2022,70.0,0,1,2022-10-22,Tennessee Tech,5,216,902,7906,116,29.0,29,10,15,24,0,9.3,14.9,1,493,81,2.0,10.0,0.0,5.0,0,0,0.0,0,0,0,0,0,1,7
"Marshall, Chavis",2022,59.0,0,1,2022-10-29,Charleston So,10,195,783,3845,206,25.75,17,7,11,25,1,6.3,14.4,1,325,76,3.0,48.0,0.0,30.0,0,0,3.0,1,0,0,0,0,0,9
"Marshall, Chavis",2022,63.0,0,1,2022-11-12,Austin Peay,11,230,782,5201,14,14.0,17,4,8,19,3,5.7,13.5,0,266,70,0.0,0.0,0.0,0.0,0,0,3.0,1,0,0,0,0,0,8
"Marshall, Chavis",2022,71.0,1,0,2022-11-19,Eastern Ky,0,197,902,7053,38,38.0,22,16,25,35,0,12.2,17.1,5,564,59,1.0,29.0,0.0,29.0,0,0,0.0,0,0,0,0,0,1,8
"Mckenzie,  Jake",2017,78.0,0,0,2017-08-31,Samford,18,209,1085,4908,92,23.0,17,10,16,24,1,10.0,15.1,4,311,59,1.0,12.0,0.0,12.0,1,0,3.0,0,0,1,0,0,0,3
"Mckenzie,  Jake",2017,71.0,0,1,2017-10-21,Gardner-Webb,5,172,1145,6954,208,34.67,18,4,6,14,0,10.3,24.0,1,463,70,1.0,18.0,0.0,18.0,0,0,0.0,0,0,0,0,0,1,3
"Mckenzie,  Jake",2017,68.0,0,0,2017-10-28,Presbyterian,9,161,876,2804,190,38.0,16,6,13,28,1,4.2,9.1,0,250,58,2.0,31.0,1.0,17.0,0,0,1.0,1,0,0,0,0,0,3
"Mckenzie,  Jake",2017,62.0,0,1,2017-11-25,Samford,0,193,844,5566,92,23.0,15,2,5,11,0,4.9,10.8,2,383,61,2.0,35.0,0.0,23.0,0,0,1.0,1,0,0,0,0,0,4
"Mckenzie,  Jake",2017,65.0,0,0,2017-12-02,Jacksonville State,2,164,784,17412,136,34.0,14,4,15,22,1,4.0,5.9,0,187,51,1.0,12.0,0.0,12.0,0,0,1.0,1,0,0,0,0,0,2
"Mckenzie,  Jake",2018,83.0,0,1,2018-09-29,Samford,6,161,1085,6304,92,23.0,18,4,5,12,0,5.5,13.2,1,286,67,1.0,16.0,0.0,16.0,0,0,1.0,1,0,0,0,0,0,5
