season,name,major,height,weight,hometown,position,games_played,games_started,solo_tackles,assisted_tackles,total_tackles,tackles_for_loss_yards,sacks_yards,interceptions,pass_deflections,forced_fumbles,fumble_recoveries,blocked_kicks,tackles_for_loss,sacks
2019,"desmond johnson, jr.",,74,233,"rome, ga.",dl,14,10,21,20,41,63.0,38.0,0,0,1,0,0,17.0,7.0
2019,"barnes, demetric",,76,255,"stone mountain, ga.",dl,5,0,2,1,3,5.0,5.0,0,0,0,1,0,1.0,1.0
2019,"katina, zion",,74,282,"franklin, tenn.",ol,13,9,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0
2019,"scott, desmond",,72,305,"pinson, ala.",dl,14,14,10,10,20,11.0,3.0,0,0,0,0,0,2.5,1.0
2019,"jackson, adrian",,74,221,"hoschton, ga.",te,16,7,0,0,0,0.0,0.0,0,0,0,0,1,0.0,0.0
2019,"haigler, will",,73,206,"tallahassee, fla.",wr,9,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0
2019,"henderson, sean",,73,181,"norcross, ga.",k,14,6,26,17,43,2.0,0.0,0,0,1,0,0,2.0,0.0
2019,"o'neal, caleb",,74,190,"chickamauga, ga.",wr,12,12,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0
2019,"robertson, nathan",,70,160,"columbus, ga.",k,14,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0
2019,"arrasmith, kyle",,77,273,"navarre, fla.",dl,11,0,2,0,2,0.0,0.0,0,0,0,0,0,0.0,0.0
2019,"barron, jayden",,74,285,"thomaston, ga.",dl,7,0,4,2,6,1.0,0.0,0,0,0,0,0,0.5,0.0
2019,"bell, travis",,73,280,"montgomery, ala.",dl,14,8,13,17,30,27.0,16.0,0,2,0,1,0,9.0,5.0
2019,"moore, peyton",,74,237,"hoschton, ga.",dl,12,7,16,8,24,26.0,21.0,0,1,2,0,0,6.0,3.0
2019,"reese, kerick",,74,220,"stockbridge, ga.",dl,4,0,2,0,2,4.0,0.0,0,0,0,0,0,2.0,0.0
2019,"parker, joel",,72,240,"birmingham, ala.",dl,13,2,10,7,17,61.0,32.0,0,0,0,1,0,8.5,4.0
2019,"dees, jeremy",,73,255,"evergreen, ala.",dl,3,0,1,0,1,6.0,6.0,0,0,0,0,0,1.0,1.0
2019,"baxter, marquez",,75,190,"macon, ga.",dl,4,0,1,3,4,2.0,0.0,0,0,0,0,0,0.5,0.0
