name,"(3.996, 4.8]","(4.8, 5.6]","(5.6, 6.4]","(6.4, 7.2]","(7.2, 8.0]"
"benefield, michael",,,,,-0.5049046624659488
"benyard, gabriel",-0.7669298277978257,,,,
"bohannon, blake",,,,,1.9134854155521284
"clemons, yesiah",,,,,inf
"daniels, preston",,,,,1.1533007064686722
"darnell, rowan",,,,,1.739774357982553
"foster, isaac",,,,,3.162606502049104
"kent, carson",,,,,inf
"wallace, tykeem",,,,,0.3517642225601594
