season,name,major,height,weight,hometown,position,games_played,games_started,solo_tackles,assisted_tackles,total_tackles,tackles_for_loss_yards,sacks_yards,interceptions,pass_deflections,forced_fumbles,fumble_recoveries,blocked_kicks,tackles_for_loss,sacks
2022,"cousin, iaan",,72,160,"carrollton, ga.",rb,5,1,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0
2022,"murphy, jonathan",,72,190,"los angeles, calif.",qb,6,3,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0
2022,"burks, je'cory",,72,195,"perry, ga.",db,11,10,23,13,36,3.0,0.0,0,8,0,0,0,1.0,0.0
2022,"shepherd, xavier",,72,205,"nashville, tenn.",qb,9,7,1,0,1,0.0,0.0,0,0,0,0,0,0.0,0.0
2022,"daniels, preston",,71,255,"sandersville, ga.",rb,9,8,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0
2022,"foster, isaac",,70,175,"summerville, ga.",rb,11,9,1,1,2,0.0,0.0,0,0,0,0,0,0.0,0.0
2022,"harris, ryan",,70,170,"irmo, s.c.",db,3,0,1,0,1,0.0,0.0,0,0,0,0,0,0.0,0.0
2022,"barnum, jalen",,73,195,"jesup, ga.",lb,11,9,23,25,48,2.0,0.0,0,1,0,0,0,1.5,0.0
2022,"williams, jayven",,74,170,"mobile, ala.",db,10,0,1,0,1,0.0,0.0,0,0,0,0,0,0.0,0.0
2022,"marshall, chavis",,75,195,"sylvester, ga.",wr,11,10,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0
2022,"montgomery, markeith",,70,185,"flintstone, ga.",db,11,10,37,23,60,16.0,0.0,5,12,2,0,0,6.0,0.0
2022,"kirby, elijah",,73,210,"sandy springs, ga.",db,7,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0
2022,"morris, deontre",,71,185,"atlanta, ga.",db,10,9,32,18,50,0.0,0.0,5,11,1,1,0,0.0,0.0
2022,"benyard, gabriel",,70,175,"ocilla, ga.",rb,9,2,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0
2022,"loden, cade",,72,180,"st. mary's, ga.",wr,10,0,1,1,2,0.0,0.0,0,0,0,0,0,0.0,0.0
2022,"ashley, qua",,70,185,"dublin, ga.",rb,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0
2022,"wallace, tykeem",,69,160,"thomasville, ga.",rb,10,0,1,1,2,0.0,0.0,0,0,0,0,0,0.0,0.0
2022,"jones, milon",,71,175,"marietta, ga.",db,5,0,1,4,5,0.0,0.0,0,1,0,0,0,0.0,0.0
2022,"gamble, chance",,74,170,"fitzgerald, ga.",db,10,10,36,13,49,2.0,0.0,3,5,0,2,0,1.0,0.0
2022,"bah, sulaiman",,73,190,"lilburn, ga.",db,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0
2022,"williams, joe",,72,170,"thomasville, ga.",db,6,0,2,5,7,0.0,0.0,0,0,0,0,0,0.0,0.0
2022,"ledet, marquis",,72,205,"marietta, ga.",rb,8,1,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0
2022,"brown, rob",,72,205,"trion, ga.",rb,2,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0
2022,"benefield, michael",,67,190,"atlanta, ga.",rb,10,7,0,4,4,0.0,0.0,0,0,0,0,0,0.0,0.0
2022,"clemons, yesiah",,70,200,"griffin, ga.",rb,11,2,2,0,2,0.0,0.0,0,0,0,0,0,0.0,0.0
2022,"hand, dylan",,72,195,"dacula, ga.",db,9,1,4,2,6,0.0,0.0,1,1,0,0,0,0.0,0.0
2022,"jenkins, william",,72,215,"decatur, ga.",lb,11,2,12,10,22,3.0,0.0,0,0,0,0,0,1.0,0.0
2022,"leiataua, eli",,71,215,"hinesville, ga.",rb,10,0,3,1,4,0.0,0.0,0,0,0,0,0,0.0,0.0
2022,"jenkins, montrel",,72,215,"acworth, ga.",lb,11,0,18,18,36,7.0,2.0,0,0,1,0,0,2.5,1.0
2022,"woods, jerrod",,73,210,"leesburg, ga.",lb,7,1,7,9,16,9.0,5.0,0,0,0,0,0,2.5,1.0
2022,"benyard, garland",,73,200,"ocilla, ga.",lb,11,10,29,21,50,43.0,35.0,1,3,0,2,0,7.0,3.5
2022,"lay, jordan",,71,205,"hartwell, ga.",rb,10,0,2,0,2,0.0,0.0,0,0,0,0,0,0.0,0.0
2022,"mincey, mike",,73,230,"waycross, ga.",lb,7,2,9,7,16,6.0,0.0,0,0,0,0,0,3.5,0.0
2022,"diggs, alexander",,69,190,"snellville, ga.",rb,3,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0
2022,"silas, juandarion",,73,200,"athens, ga.",lb,6,5,16,11,27,13.0,0.0,0,1,2,0,0,3.0,0.0
2022,"johnson, donelius",,72,215,"patterson, ga.",lb,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0
2022,"ward, antonio",,72,210,"snellville, ga.",lb,8,0,3,3,6,0.0,0.0,0,1,0,0,0,0.0,0.0
2022,"paxton, terrell",,72,310,"stone mountain, ga.",ol,10,9,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0
2022,"barnes, demetric",,76,235,"stone mountain, ga.",dl,10,1,7,2,9,0.0,0.0,0,0,0,1,0,0.0,0.0
2022,"scott, tyler",,73,310,"jackson, ga.",dl,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0
2022,"myers, jahon",,75,255,"luella, ga.",dl,11,10,13,16,29,32.0,22.0,0,0,1,0,0,7.0,3.0
2022,"katina, zion",,74,285,"franklin, tenn.",ol,9,8,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0
2022,"scott, desmond",,72,285,"pinson, ala.",dl,8,5,4,12,16,15.0,11.0,0,1,1,0,0,2.5,1.5
2022,"cummins, conor",,73,175,"marietta, ga.",k,11,0,1,1,2,0.0,0.0,0,0,0,0,0,0.0,0.0
2022,"thomas, ronnie",,70,180,"warner robbins, ga.",ls,4,0,1,1,2,0.0,0.0,0,0,0,0,0,0.0,0.0
2022,"finer, connor",,74,215,"new port richey, fla.",te,10,0,0,1,1,0.0,0.0,0,0,0,0,0,0.0,0.0
2022,"bohannon, blake",,73,200,"woodstock, ga.",wr,11,10,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0
2022,"pinholster, carter",,73,190,"fort payne, ala.",wr,4,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0
2022,"kent, carson",,76,230,"milton, ga.",te,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0
2022,"mccracken, zane",,74,200,"calhoun, ga.",ls,11,0,1,0,1,0.0,0.0,0,0,0,0,0,0.0,0.0
2022,"nelson, clayton",,72,190,"buford, ga.",wr,3,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0
2022,"robertson, nathan",,70,160,"columbus, ga.",k,6,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0
2022,"nwoha, ugonna",,75,265,"austell, ga.",dl,2,0,1,0,1,0.0,0.0,0,0,0,0,0,0.0,0.0
2022,"parker, joel",,72,250,"birmingham, ala.",dl,10,8,8,15,23,5.0,0.0,0,1,0,0,0,3.5,0.0
2022,"barron, jayden",,74,280,"thomaston, ga.",dl,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0
2022,"remy, charles",,73,215,"kennesaw, ga.",lb,9,0,4,6,10,4.0,2.0,0,0,0,0,0,1.5,1.0
2022,"allen, carlos",,72,290,"atlanta, ga.",dl,11,6,13,12,25,21.0,15.0,0,1,1,2,0,6.0,2.0
2022,"bell, travis",,73,305,"montgomery, ala.",dl,11,9,16,18,34,25.0,12.0,0,0,0,0,1,5.5,1.5
2022,"watkins, adam",,72,285,"dacula, ga.",dl,11,0,7,14,21,24.0,24.0,0,0,0,0,0,2.5,2.5
2022,"taylor, rj",,75,195,"gulf shores, ala.",dl,3,0,0,1,1,0.0,0.0,0,0,0,0,0,0.0,0.0
